,Relatives__sum,Log__Fare,One_hot__Sex_female,One_hot__Sex_male,Ordinal__Embarked,Numeric__SibSp,Numeric__Parch,KNN__Age,Pass__Pclass,Pass__Survived
524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.374247205811224,2.0,0.0
173,0.1,0.710264100162358,1.0,0.0,1.0,0.0,0.16666666666666666,0.6974662800958024,1.0,1.0
693,0.1,0.44919043492360855,1.0,0.0,2.0,0.125,0.0,0.374247205811224,3.0,1.0
582,0.0,0.39134423619738523,0.0,1.0,0.0,0.0,0.0,0.35711584520358,2.0,0.0
244,0.0,0.345711887900344,0.0,1.0,0.0,0.0,0.0,0.23106012857683098,3.0,0.0
91,0.2,0.5910796833899638,0.0,1.0,0.0,0.125,0.16666666666666666,0.747888566746502,2.0,0.0
292,0.0,0.34990232023989454,1.0,0.0,2.0,0.0,0.0,0.23106012857683098,3.0,1.0
636,0.0,0.4952865544680222,1.0,0.0,0.0,0.0,0.0,0.43274927517962936,2.0,1.0
217,0.0,0.31714501737309336,0.0,1.0,0.0,0.0,0.0,0.7604941384091768,3.0,0.0
709,0.0,0.530384640071773,0.0,1.0,0.0,0.0,0.0,0.44535484684230425,1.0,1.0
336,0.0,0.5297985110081134,0.0,1.0,0.0,0.0,0.0,0.5209882768183537,1.0,1.0
560,0.0,0.5276806297112894,1.0,0.0,0.0,0.0,0.0,0.609227278457078,1.0,1.0
479,0.0,0.33812548386615277,0.0,1.0,0.0,0.0,0.0,0.36972141686625487,3.0,0.0
342,0.1,0.6506163725193498,0.0,1.0,0.0,0.125,0.0,0.38232698852892977,1.0,1.0
106,0.4,0.5713912159474593,0.0,1.0,0.0,0.125,0.5,0.19324341358880626,3.0,0.0
323,0.0,0.5313325505056177,0.0,1.0,0.0,0.0,0.0,0.374247205811224,1.0,0.0
455,0.0,0.32276390619844325,0.0,1.0,0.0,0.0,0.0,0.42014370351695446,3.0,0.0
476,0.5,0.5938102861020564,0.0,1.0,0.0,0.5,0.16666666666666666,0.01676541031135762,3.0,0.0
279,0.0,0.36894978127505224,0.0,1.0,0.0,0.0,0.0,0.5840161351317282,3.0,0.0
487,0.0,0.34801082050793586,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
296,0.30000000000000004,0.6010920603306374,1.0,0.0,1.0,0.125,0.3333333333333333,0.02937098197403252,2.0,1.0
65,0.0,0.3502016019446998,0.0,1.0,1.0,0.0,0.0,0.374247205811224,3.0,0.0
372,0.0,0.348390182281133,0.0,1.0,0.0,0.0,0.0,0.29408798689020543,3.0,0.0
420,0.5,0.5389979395502239,0.0,1.0,0.0,0.375,0.3333333333333333,0.11760998361275685,3.0,0.0
109,0.0,0.42286368807669106,1.0,0.0,0.0,0.0,0.0,0.4957771334930039,2.0,1.0
580,1.0,0.682002570512027,1.0,0.0,0.0,1.0,0.3333333333333333,0.374247205811224,3.0,0.0
426,0.0,0.34532612409470087,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
609,0.0,0.35258659021486516,1.0,0.0,2.0,0.0,0.0,0.18063784192613136,3.0,1.0
654,0.0,0.42286368807669106,1.0,0.0,0.0,0.0,0.0,0.3445102735409051,2.0,1.0
638,0.0,0.33763919258513786,0.0,1.0,1.0,0.0,0.0,0.30669355855288033,3.0,0.0
541,0.0,0.3767675685322775,0.0,1.0,0.0,0.0,0.0,0.35711584520358,3.0,1.0
688,0.2,0.5092286357428653,1.0,0.0,0.0,0.125,0.16666666666666666,0.04197655363670742,2.0,1.0
366,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.25627127190218074,3.0,0.0
78,0.0,0.34801082050793586,1.0,0.0,0.0,0.0,0.0,0.21845455691415605,3.0,0.0
613,0.0,0.5502375707421462,0.0,1.0,0.0,0.0,0.0,0.35711584520358,1.0,0.0
569,0.0,0.3494505372759428,0.0,1.0,0.0,0.0,0.0,0.3445102735409051,3.0,0.0
494,0.0,0.345711887900344,0.0,1.0,0.0,0.0,0.0,0.30669355855288033,3.0,0.0
261,0.0,0.3596019390794455,0.0,1.0,0.0,0.0,0.0,0.25627127190218074,3.0,0.0
182,0.5,0.5389979395502239,1.0,0.0,0.0,0.375,0.3333333333333333,0.01676541031135762,3.0,0.0
148,0.1,0.6394627518675874,1.0,0.0,0.0,0.125,0.0,0.40753813185427956,1.0,1.0
316,0.0,0.34755366512192026,1.0,0.0,0.0,0.0,0.0,0.26887684356485564,3.0,1.0
175,0.2,0.5108890946860756,1.0,0.0,2.0,0.25,0.0,0.374247205811224,3.0,1.0
35,0.1,0.4952865544680222,0.0,1.0,0.0,0.125,0.0,0.42014370351695446,2.0,0.0
435,0.0,0.42286368807669106,1.0,0.0,0.0,0.0,0.0,0.42014370351695446,2.0,1.0
676,0.0,0.5502375707421462,0.0,1.0,0.0,0.0,0.0,0.374247205811224,1.0,1.0
115,0.1,0.6378379970302275,0.0,1.0,0.0,0.125,0.0,0.5209882768183537,1.0,1.0
121,0.0,0.5281013477114938,0.0,1.0,0.0,0.0,0.0,0.5714105634690533,2.0,0.0
270,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
437,0.1,0.4167393940590734,0.0,1.0,0.0,0.0,0.16666666666666666,0.06718769696205723,3.0,1.0
697,0.0,0.34755366512192026,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,1.0
0,0.0,0.787913124843811,0.0,1.0,1.0,0.0,0.0,0.26887684356485564,1.0,0.0
82,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.6218328501197529,2.0,0.0
553,0.0,0.36002602424862645,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
477,0.7000000000000001,0.6199594201430055,1.0,0.0,0.0,0.125,1.0,0.5335938484810286,3.0,0.0
73,0.0,0.34755366512192026,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
653,0.0,0.39134423619738523,0.0,1.0,0.0,0.0,0.0,0.3445102735409051,2.0,0.0
